,nan,transgender female,intersex,fa'afafine,transgender,American football player,Gender fluid,sociologist,transgender male,female creature,male creature,woman,genderqueer,female,male,kathoey
Q1028181|Q2095549|Q36180|Q49757|,,,,,,,,,,,,,,1.0,,
Q1028181|Q211423|,,,,,,,,,,,,,,,1.0,
Q1028181|Q211423|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q211423|Q329439|,,,,,,,,,,,,,,,2.0,
Q1028181|Q212980|,,,,,,,,,,,,,,2.0,,
Q1028181|Q2145981|,,,,,,,,,,,,,,5.0,75.0,
Q1028181|Q2145981|Q2516866|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2145981|Q3621491|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2145981|Q4199058|,,,,,,,,,,,,,,2.0,,
Q1028181|Q2145981|Q446966|,,,,,,,,,,,,,,,1.0,
Q1028181|Q214917|Q2526255|Q49757|Q2490358|Q644687|Q6625963|Q28389|Q36180|Q36834|Q8178443|,,,,,,,,,,,,,,,1.0,
Q1028181|Q214917|Q3529376|,,,,,,,,,,,,,,,1.0,
Q1028181|Q214917|Q36180|,,,,,,,,,,,,,,,1.0,
Q1028181|Q214917|Q639669|,,,,,,,,,,,,,,,1.0,
Q1028181|Q215536|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2180411|,,,,,,,,,,,,,,,2.0,
Q1028181|Q2180411|Q18510602|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2205972|,,,,,,,,,,,,,,2.0,19.0,
Q1028181|Q222344|,,,,,,,,,,,,,,,1.0,
Q1028181|Q222344|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q222344|Q37226|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2251335|,,,,,,,,,,,,,,1.0,3.0,
Q1028181|Q2251335|Q2180411|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2252262|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2259451|Q639669|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2259532|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2309784|,,,,,,,,,,,,,,,5.0,
Q1028181|Q2374149|,,,,,,,,,,,,,,,5.0,
Q1028181|Q2405480|,,,,,,,,,,,,,,1.0,,
Q1028181|Q2443377|Q15296811|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2490358|,,,,,,,,,,,,,,2.0,5.0,
Q1028181|Q2490358|Q1281618|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2490358|Q482980|,,,,,,,,,,,,,,1.0,,
Q1028181|Q2490358|Q483501|,,,,,,,,,,,,,,,2.0,
Q1028181|Q2490358|Q805221|Q1281618|,,,,,,,,,,,,,,1.0,,
Q1028181|Q2516866|,,,,,,,,,,,,,,1.0,17.0,
Q1028181|Q2516866|Q1229025|Q329439|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2516866|Q36180|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2516866|Q49757|,,,,,,,,,,,,,,,2.0,
Q1028181|Q2519376|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|,,,,,,,,,,,,,,3.0,9.0,
Q1028181|Q2526255|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q28389|,,,,,,,,,,,,,,,3.0,
Q1028181|Q2526255|Q28389|Q222344|Q3282637|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q28389|Q222344|Q3282637|Q7042855|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q28389|Q3282637|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q28389|Q3282637|Q482980|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q2526255|Q28389|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q33231|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q82955|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2526255|Q901|Q28389|Q753110|,,,,,,,,,,,,,,1.0,,
Q1028181|Q2627699|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2629392|,,,,,,,,,,,,,,1.0,,
Q1028181|Q266569|,,,,,,,,,,,,,,,2.0,
Q1028181|Q266569|Q1114448|Q3658608|,,,,,,,,,,,,,,,1.0,
Q1028181|Q266569|Q2526255|Q28389|,,,,,,,,,,,,,,,1.0,
Q1028181|Q266569|Q36180|,,,,,,,,,,,,,,,2.0,
Q1028181|Q270141|Q49757|Q36834|Q214917|Q11774202|Q4964182|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2707485|,,,,,,,,,,,,,,,38.0,
Q1028181|Q2707485|Q1281618|,,,,,,,,,,,,,,,2.0,
Q1028181|Q2707485|Q1323191|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2707485|Q16287483|Q1231865|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2707485|Q2526255|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2707485|Q329439|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2707485|Q36180|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2707485|Q37226|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2707485|Q42973|,,,,,,,,,,,,,,,1.0,
Q1028181|Q271588|,,,,,,,,,,,,,,1.0,,
Q1028181|Q27349|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q2804286|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2815948|,,,,,,,,,,,,,,,2.0,
Q1028181|Q281795|,,,,,,,,,,,,,,,1.0,
Q1028181|Q282718|,,,,,,,,,,,,,,2.0,6.0,
Q1028181|Q282718|Q4199058|,,,,,,,,,,,,,,,1.0,
Q1028181|Q28389|,,,,,,,,,,,,,,,1.0,
Q1028181|Q28389|Q2526255|Q1281618|Q33231|,,,,,,,,,,,,,,,1.0,
Q1028181|Q2865798|,,,,,,,,,,,,,,1.0,4.0,
Q1028181|Q2917466|,,,,,,,,,,,,,,2.0,3.0,
Q1028181|Q30185|Q40348|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3054728|,,,,,,,,,,,,,,1.0,,
Q1028181|Q3055126|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3055126|Q16947657|Q10862983|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3068305|,,,,,,,,,,,,,,6.0,,
Q1028181|Q3148760|,,,,,,,,,,,,,,3.0,10.0,
Q1028181|Q3148760|Q16947657|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3148760|Q683754|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3242115|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3282637|Q2526255|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|,,,,,,,,,,,,,,9.0,243.0,
Q1028181|Q329439|Q10862983|,,,,,,,,,,,,,,,6.0,
Q1028181|Q329439|Q1281618|,,,,,,,,,,,,,,,8.0,
Q1028181|Q329439|Q1281618|Q121594|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q1281618|Q16947657|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q133036|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q14623005|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q15296811|,,,,,,,,,,,,,,,7.0,
Q1028181|Q329439|Q15296811|Q17505902|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q15296811|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q15296811|Q49757|Q10862983|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q15296811|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q16947657|,,,,,,,,,,,,,,1.0,4.0,
Q1028181|Q329439|Q16947657|Q15296811|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q16947657|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q16947657|Q644687|,,,,,,,,,,,,,,,3.0,
Q1028181|Q329439|Q1734662|,,,,,,,,,,,,,,,2.0,
Q1028181|Q329439|Q173950|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q18611810|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q2205972|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q2707485|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q3055126|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q36180|,,,,,,,,,,,,,,,4.0,
Q1028181|Q329439|Q3658608|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q37226|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q329439|Q4164507|Q37226|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q42973|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q483501|,,,,,,,,,,,,,,,2.0,
Q1028181|Q329439|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q627325|Q33231|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q644687|,,,,,,,,,,,,,,1.0,10.0,
Q1028181|Q329439|Q644687|Q15296811|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q644687|Q739437|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q739437|,,,,,,,,,,,,,,,1.0,
Q1028181|Q329439|Q7541856|,,,,,,,,,,,,,,,4.0,
Q1028181|Q329439|Q82955|,,,,,,,,,,,,,,,2.0,
Q1028181|Q329439|Q984276|Q984276|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3303330|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3303330|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3303330|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3303330|Q82955|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|,1.0,,,,,,,,,,,,,26.0,116.0,
Q1028181|Q33231|Q10862983|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q11900058|Q483501|Q9149093|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q1281618|,,,,,,,,,,,,,,2.0,5.0,
Q1028181|Q33231|Q1281618|Q42973|Q627325|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q14623005|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q148401|,,,,,,,,,,,,,,1.0,,
Q1028181|Q33231|Q15212951|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q15966904|,,,,,,,,,,,,,,2.0,,
Q1028181|Q33231|Q177220|,,,,,,,,,,,,,,1.0,,
Q1028181|Q33231|Q2490358|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q2526255|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q2526255|Q1930187|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q329439|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q33999|,,,,,,,,,,,,,,1.0,,
Q1028181|Q33231|Q36180|Q6625963|,,,,,,,,,,,,,,1.0,,
Q1028181|Q33231|Q3658608|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q482980|Q11496048|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q4964182|,,,,,,,,,,,,,,1.0,,
Q1028181|Q33231|Q49757|,,,,,,,,,,,,,,,2.0,
Q1028181|Q33231|Q639669|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q683754|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q82955|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33231|Q937857|,,,,,,,,,,,,,,,1.0,
Q1028181|Q333634|,,,,,,,,,,,,,,3.0,1.0,
Q1028181|Q333634|Q36180|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3387717|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3387717|Q2707485|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3391743|,,,,,,,,,,,,,,,4.0,
Q1028181|Q3391743|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3391743|Q16947657|Q7541856|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3391743|Q33231|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3391743|Q3766177|Q212431|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3391743|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33999|,,,,,,,,,,,,,,15.0,15.0,
Q1028181|Q33999|Q177220|,,,,,,,,,,,,,,1.0,,
Q1028181|Q33999|Q177220|Q36834|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33999|Q28389|Q36180|Q6625963|Q214917|,,,,,,,,,,,,,,,1.0,
Q1028181|Q33999|Q36180|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3502546|,,,,,,,,,,,,,,,1.0,
Q1028181|Q354034|,,,,,,,,,,,,,,,1.0,
Q1028181|Q354034|Q1708232|,,,,,,,,,,,,,,,1.0,
Q1028181|Q354034|Q739437|Q627325|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3580098|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|,,,,,,,,,,,,,,28.0,123.0,
Q1028181|Q36180|Q1281618|,,,,,,,,,,,,,,,3.0,
Q1028181|Q36180|Q15214752|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q15966904|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q15966904|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q16947657|,,,,,,,,,,,,,,,2.0,
Q1028181|Q36180|Q177220|,,,,,,,,,,,,,,1.0,,
Q1028181|Q36180|Q1792450|,,,,,,,,,,,,,,,2.0,
Q1028181|Q36180|Q1930187|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q201788|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q201788|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q2490358|Q1792450|Q8178443|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q2526255|Q2629392|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q3075052|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q329439|,,,,,,,,,,,,,,,2.0,
Q1028181|Q36180|Q33231|,,,,,,,,,,,,,,1.0,2.0,
Q1028181|Q36180|Q33999|Q17307272|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q3606216|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q3658608|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q36834|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q37226|,,,,,,,,,,,,,,1.0,,
Q1028181|Q36180|Q42603|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q42973|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q42973|Q683754|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q483501|,,,,,,,,,,,,,,,3.0,
Q1028181|Q36180|Q488205|Q214917|Q6625963|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q4964182|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q49757|,,,,,,,,,,,,,,,7.0,
Q1028181|Q36180|Q49757|Q177220|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q5322166|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q644687|,,,,,,,,,,,,,,2.0,6.0,
Q1028181|Q36180|Q644687|Q4853732|,,,,,,,,,,,,,,1.0,,
Q1028181|Q36180|Q644687|Q627325|Q483501|Q266569|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q644687|Q739437|Q3658608|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36180|Q6625963|,,,,,,,,,,,,,,2.0,,
Q1028181|Q36180|Q774306|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3621491|,,,,,,,,,,,,,,1.0,3.0,
Q1028181|Q3621491|Q1350189|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3621491|Q17488316|Q1595570|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3621491|Q17488465|Q17488316|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3621491|Q2004963|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3621491|Q329439|Q10862983|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3621491|Q3997704|,,,,,,,,,,,,,,1.0,,
Q1028181|Q3621491|Q4773904|Q17488316|Q201788|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3621491|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q364110|Q36180|Q2975244|,,,,,,,,,,,,,,1.0,,
Q1028181|Q3658608|,,,,,,,,,,,,,,1.0,19.0,
Q1028181|Q3658608|Q1114448|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3658608|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3658608|Q1281618|Q627325|Q483501|Q5322166|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3658608|Q16947657|Q644687|,,,,,,,,,,,,,,,2.0,
Q1028181|Q3658608|Q1792450|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3658608|Q644687|,,,,,,,,,,,,,,,2.0,
Q1028181|Q3658608|Q644687|Q33231|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|,,,,,,,,,,,,,,10.0,24.0,
Q1028181|Q36834|Q1231865|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|Q158852|Q1076502|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|Q158852|Q14915627|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|Q16145150|,,,,,,,,,,,,,,1.0,,
Q1028181|Q36834|Q2310145|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|Q33999|Q488205|,,,,,,,,,,,,,,1.0,,
Q1028181|Q36834|Q36180|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|Q483501|,,,,,,,,,,,,,,,2.0,
Q1028181|Q36834|Q486748|,,,,,,,,,,,,,,,1.0,
Q1028181|Q36834|Q49757|Q482980|,,,,,,,,,,,,,,,1.0,
Q1028181|Q37226|,,,,,,,,,,,,,,1.0,14.0,
Q1028181|Q37226|Q15966904|,,,,,,,,,,,,,,,1.0,
Q1028181|Q37226|Q182436|,,,,,,,,,,,,,,,1.0,
Q1028181|Q37226|Q329439|,,,,,,,,,,,,,,,2.0,
Q1028181|Q37226|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q37226|Q4991371|Q10862983|,,,,,,,,,,,,,,,1.0,
Q1028181|Q37226|Q5322166|,,,,,,,,,,,,,,1.0,,
Q1028181|Q384593|,,,,,,,,,,,,,,,2.0,
Q1028181|Q386854|,,,,,,,,,,,,,,,1.0,
Q1028181|Q38883|,,,,,,,,,,,,,,,1.0,
Q1028181|Q39631|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q39631|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q3997704|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4009406|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q40348|,,,,,,,,,,,,,,,5.0,
Q1028181|Q4164507|,,,,,,,,,,,,,,,15.0,
Q1028181|Q4164507|Q1792450|,,,,,,,,,,,,,,,2.0,
Q1028181|Q4164507|Q1930187|,,,,,,,,,,,,,,,2.0,
Q1028181|Q4164507|Q329439|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4164507|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4164507|Q644687|Q1930187|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4182927|Q1281618|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4199058|,,,,,,,,,,,,,,2.0,34.0,
Q1028181|Q4199058|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42603|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42603|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42603|Q4199058|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|,,,,,,,,,,,,,,6.0,184.0,
Q1028181|Q42973|Q11774202|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q1281618|,,,,,,,,,,,,,,,17.0,
Q1028181|Q42973|Q1281618|Q1340643|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q1281618|Q2251335|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q1294787|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q131062|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q17307272|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q1792450|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q1792450|Q482980|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q1930187|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q193391|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q201788|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q205375|Q483501|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q2145981|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q214917|Q36180|Q17505902|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q2707485|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q329439|,,,,,,,,,,,,,,,2.0,
Q1028181|Q42973|Q36180|,,,,,,,,,,,,,,,2.0,
Q1028181|Q42973|Q3621491|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q483501|,,,,,,,,,,,,,,,3.0,
Q1028181|Q42973|Q49757|Q36180|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q627325|Q33231|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q639669|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q7541856|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q81096|,,,,,,,,,,,,,,,4.0,
Q1028181|Q42973|Q81096|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q42973|Q831474|,,,,,,,,,,,,,,,1.0,
Q1028181|Q432386|,,,,,,,,,,,,,,,1.0,
Q1028181|Q432386|Q13472585|,,,,,,,,,,,,,,,1.0,
Q1028181|Q43845|,,,,,,,,,,,,,,,1.0,
Q1028181|Q446966|Q15966904|,,,,,,,,,,,,,,,1.0,
Q1028181|Q45199|,,,,,,,,,,,,,,,1.0,
Q1028181|Q45621|Q644687|Q1123578|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4594605|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4610556|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q4610556|Q177220|,,,,,,,,,,,,,,1.0,,
Q1028181|Q462390|,,,,,,,,,,,,,,,1.0,
Q1028181|Q47064|,,,,,,,,,,,,,,,2.0,
Q1028181|Q4773904|,,,,,,,,,,,,,,2.0,1.0,
Q1028181|Q4773904|Q3621491|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|,,,,,,,,,,,,,,44.0,118.0,
Q1028181|Q482980|Q177220|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|Q185351|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|Q1930187|,,,,,,,,,,,,,,,2.0,
Q1028181|Q482980|Q2516866|,,,,,,,,,,,,,,,2.0,
Q1028181|Q482980|Q2707485|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|Q2865819|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|Q333634|,,,,,,,,,,,,,,,4.0,
Q1028181|Q482980|Q333634|Q644687|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q482980|Q42973|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|Q483501|,,,,,,,,,,,,,,2.0,2.0,
Q1028181|Q482980|Q483501|Q33231|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|Q627325|,,,,,,,,,,,,,,1.0,,
Q1028181|Q482980|Q627325|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q482980|Q644687|,,,,,,,,,,,,,,4.0,9.0,
Q1028181|Q482980|Q6625963|,,,,,,,,,,,,,,1.0,,
Q1028181|Q483501|,1.0,,,,,,,,,,,,,61.0,327.0,
Q1028181|Q483501|Q10862983|,,,,,,,,,,,,,,1.0,5.0,
Q1028181|Q483501|Q10873124|,,,,,,,,,,,,,,1.0,,
Q1028181|Q483501|Q1281618|,,,,,,,,,,,,,,2.0,7.0,
Q1028181|Q483501|Q1281618|Q482980|Q627325|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q15253558|Q674426|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q15296811|Q36180|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q15296811|Q37226|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q15966904|,,,,,,,,,,,,,,1.0,,
Q1028181|Q483501|Q15966904|Q1281618|Q644687|Q36180|Q7541856|Q329439|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q483501|Q16947657|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q16947657|Q1281618|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q2180411|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q2516866|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q282718|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q329439|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q329439|Q15966904|,,,,,,,,,,,,,,1.0,,
Q1028181|Q483501|Q33231|,,,,,,,,,,,,,,1.0,,
Q1028181|Q483501|Q42973|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q49757|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q639669|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q483501|Q644687|,,,,,,,,,,,,,,,2.0,
Q1028181|Q483501|Q644687|Q627325|Q1229025|,,,,,,,,,,,,,,,1.0,
Q1028181|Q483501|Q81096|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4853732|,,,,,,,,,,,,,,1.0,,
Q1028181|Q486748|,,,,,,,,,,,,,,2.0,4.0,
Q1028181|Q486748|Q482980|,,,,,,,,,,,,,,1.0,1.0,
Q1028181|Q488111|Q6625963|Q36180|,,,,,,,,,,,,,,1.0,,
Q1028181|Q488205|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4964182|,,,,,,,,,,,,,,1.0,5.0,
Q1028181|Q4964182|Q1281618|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4964182|Q15977509|,,,,,,,,,,,,,,,1.0,
Q1028181|Q4964182|Q18814623|,,,,,,,,,,,,,,,1.0,
Q1028181|Q49757|,,,,,,,,,,,,,,15.0,86.0,
Q1028181|Q49757|Q1281618|,,,,,,,,,,,,,,,2.0,
Q1028181|Q49757|Q1281618|Q33231|,,,,,,,,,,,,,,,1.0,
Q1028181|Q49757|Q1281618|Q482980|,,,,,,,,,,,,,,,3.0,
Q1028181|Q49757|Q1281618|Q482980|Q214917|,,,,,,,,,,,,,,,1.0,
Q1028181|Q49757|Q1281618|Q644687|,,,,,,,,,,,,,,,1.0,
Q1028181|Q49757|Q1630100|,,,,,,,,,,,,,,1.0,,
