,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q633227,,,,,,,,,,,1.0,
Q633247,,,,,,,,,,,1.0,
Q633270,,,,,,,,,,,1.0,
Q633272,,,,,,,,,,,1.0,
Q633274,,,,,,,,,,1.0,6.0,
Q633308,,,,,,,,,,,2.0,
Q633327,,,,,,,,,,,1.0,
Q633357,,,,,,,,,,,4.0,
Q633384,,,,,,,,,,,1.0,
Q633397,,,,,,,,,,,1.0,
Q633403,,,,,,,,,,,1.0,
Q633413,,,,,,,,,,1.0,2.0,
Q633475,,,,,,,,,,,1.0,
Q633497,,,,,,,,,,,1.0,
Q633500,,,,,,,,,,,1.0,
Q633502,,,,,,,,,,,1.0,
Q633508,,,,,,,,,,,3.0,
Q633511,,,,,,,,,,,1.0,
Q633518,,,,,,,,,,,1.0,
Q633530,,,,,,,,,,,2.0,
Q633531,,,,,,,,,,,1.0,
Q633541,,,,,,,,,,,1.0,
Q633555,,,,,,,,,,,1.0,
Q633565,,,,,,,,,,4.0,6.0,
Q633580,,,,,,,,,,1.0,1.0,
Q633582,,,,,,,,,,,2.0,
Q633598,,,,,,,,,,,2.0,
Q633599,,,,,,,,,,1.0,1.0,
Q633601,,,,,,,,,,,3.0,
Q633608,,,,,,,,,,,1.0,
Q633616,,,,,,,,,,,2.0,
Q633626,,,,,,,,,,,1.0,
Q633632,,,,,,,,,,,1.0,
Q633642,,,,,,,,,,1.0,,
Q633643,,,,,,,,,,,1.0,
Q633651,,,,,,,,,,,2.0,
Q633653,,,,,,,,,,,1.0,
Q633660,,,,,,,,,,,2.0,
Q633663,,,,,,,,,,,1.0,
Q633677,,,,,,,,,,,1.0,
Q633678,,,,,,,,,,,1.0,
Q633687,,,,,,,,,,,1.0,
Q633689,,,,,,,,,,1.0,,
Q633691,,,,,,,,,,,1.0,
Q633698,,,,,,,,,,1.0,3.0,
Q633705,,,,,,,,,,,1.0,
Q633716,,,,,,,,,,1.0,1.0,
Q633724,,,,,,,,,,,1.0,
Q633743,,,,,,,,,,,1.0,
Q633783,,,,,,,,,,,1.0,
Q633784,,,,,,,,,,,1.0,
Q633789,,,,,,,,,,,4.0,
Q633810,,,,,,,,,,2.0,1.0,
Q633811,,,,,,,,,,,28.0,
Q633813,,,,,,,,,,,1.0,
Q633878,,,,,,,,,,,1.0,
Q633897,,,,,,,,,,,1.0,
Q633911,,,,,,,,,,5.0,6.0,
Q633922,,,,,,,,,,1.0,6.0,
Q633924,,,,,,,,,,,1.0,
Q633945,,,,,,,,,,,6.0,
Q633973,,,,,,,,,,,2.0,
Q633983,,,,,,,,,,1.0,4.0,
Q634008,,,,,,,,,,,1.0,
Q634022,,,,,,,,,,2.0,4.0,
Q634054,,,,,,,,,,,1.0,
Q634057,,,,,,,,,,,1.0,
Q634063,,,,,,,,,,,2.0,
Q634070,,,,,,,,,,,1.0,
Q634078,,,,,,,,,,,3.0,
Q634086,,,,,,,,,,,1.0,
Q634097,,,,,,,,,,,1.0,
Q634098,,,,,,,,,,,2.0,
Q634108,,,,,,,,,,,3.0,
Q634124,,,,,,,,,,1.0,15.0,
Q634156,,,,,,,,,,,1.0,
Q634157,,,,,,,,,,,1.0,
Q634164,,,,,,,,,,1.0,,
Q634167,,,,,,,,,,,1.0,
Q634191,,,,,,,,,,,1.0,
Q634212,,,,,,,,,,,1.0,
Q634231,,,,,,,,,,1.0,5.0,
Q6343,,,,,,,,,,3.0,25.0,
Q634309,,,,,,,,,,,3.0,
Q634321,,,,,,,,,,,1.0,
Q63436,,,,,,,,,,,2.0,
Q634394,,,,,,,,,,,3.0,
Q63440,,,,,,,,,,1.0,,
Q634403,,,,,,,,,,,1.0,
Q634411,,,,,,,,,,,2.0,
Q6344379,,,,,,,,,,,1.0,
Q634446,,,,,,,,,,,2.0,
Q634451,,,,,,,,,,,1.0,
Q634478,,,,,,,,,,,1.0,
Q634487,,,,,,,,,,,1.0,
Q634495,,,,,,,,,,,2.0,
Q634521,,,,,,,,,,,1.0,
Q634533,,,,,,,,,,,2.0,
Q634545,,,,,,,,,,1.0,,
Q634558,,,,,,,,,,,1.0,
Q634568,,,,,,,,,,,1.0,
Q634591,,,,,,,,,,,1.0,
Q6346,,,,,,,,,,61.0,262.0,
Q634643,,,,,,,,,,,1.0,
Q634667,,,,,,,,,,,2.0,
Q634671,,,,,,,,,,,1.0,
Q6346770,,,,,,,,,,,1.0,
Q6346800,,,,,,,,,,,1.0,
Q634698,,,,,,,,,,,6.0,
Q634715,,,,,,,,,,,1.0,
Q634738,,,,,,,,,,1.0,,
Q634743,,,,,,,,,,,1.0,
Q634757,,,,,,,,,,,1.0,
Q634760,,,,,,,,,,,1.0,
Q6347699,,,,,,,,,,,1.0,
Q6347746,,,,,,,,,,,1.0,
Q6347772,,,,,,,,,,,1.0,
Q634813,,,,,,,,,,,1.0,
Q634819,,,,,,,,,,1.0,3.0,
Q634828,,,,,,,,,,,2.0,
Q634853,,,,,,,,,,,1.0,
Q634874,,,,,,,,,,,2.0,
Q634882,,,,,,,,,,,2.0,
Q634884,,,,,,,,,,,2.0,
Q634911,,,,,,,,,,,1.0,
Q634934,,,,,,,,,,,1.0,
Q634935,,,,,,,,,,,2.0,
Q634941,,,,,,,,,,,1.0,
Q63495,,,,,,,,,,,1.0,
Q6349557,,,,,,,,,,,1.0,
Q6349617,,,,,,,,,,,1.0,
Q634966,,,,,,,,,,,1.0,
Q634985,,,,,,,,,,,1.0,
Q634990,,,,,,,,,,,2.0,
Q634992,,,,,,,,,,,1.0,
Q635001,,,,,,,,,,,1.0,
Q635017,,,,,,,,,,,2.0,
Q6350188,,,,,,,,,,,1.0,
Q6350756,,,,,,,,,,,1.0,
Q635076,,,,,,,,,,,1.0,
Q635088,,,,,,,,,,,1.0,
Q635094,,,,,,,,,,,1.0,
Q635100,,,,,,,,,,,1.0,
Q635113,,,,,,,,,,,1.0,
Q635127,,,,,,,,,,,1.0,
Q635135,,,,,,,,,,,2.0,
Q635143,,,,,,,,,,,2.0,
Q635168,,,,,,,,,,,1.0,
Q6351737,,,,,,,,,,,1.0,
Q635181,,,,,,,,,,1.0,,
Q635197,,,,,,,,,,,1.0,
Q635202,,,,,,,,,,,3.0,
Q635221,,,,,,,,,,,1.0,
Q635223,,,,,,,,,,,1.0,
Q635233,,,,,,,,,,,1.0,
Q635239,,,,,,,,,,,2.0,
Q635249,,,,,,,,,,,1.0,
Q635253,,,,,,,,,,1.0,22.0,
Q635255,,,,,,,,,,,1.0,
Q635260,,,,,,,,,,,1.0,
Q6352609,,,,,,,,,,,1.0,
Q635272,,,,,,,,,,,1.0,
Q635289,,,,,,,,,,,1.0,
Q635305,,,,,,,,,,,2.0,
Q635306,,,,,,,,,,,1.0,
Q635332,,,,,,,,,,,1.0,
Q635350,,,,,,,,,,,1.0,
Q635357,,,,,,,,,,,1.0,
Q6353787,,,,,,,,,,,1.0,
Q6353795,,,,,,,,,,,3.0,
Q635398,,,,,,,,,,,1.0,
Q6354,,,,,,,,,,,1.0,
Q6354133,,,,,,,,,,,1.0,
Q6354269,,,,,,,,,,,1.0,
Q6354393,,,,,,,,,,,2.0,
Q6354502,,,,,,,,,,,1.0,
Q635458,,,,,,,,,,,1.0,
Q635476,,,,,,,,,,,1.0,
Q635477,,,,,,,,,,,1.0,
Q6354887,,,,,,,,,,,1.0,
Q635503,,,,,,,,,,,1.0,
Q635516,,,,,,,,,,,1.0,
Q635518,,,,,,,,,,,1.0,
Q6355274,,,,,,,,,,,1.0,
Q635531,,,,,,,,,,,4.0,
Q635547,,,,,,,,,,,1.0,
Q635555,,,,,,,,,,,2.0,
Q635561,,,,,,,,,,,1.0,
Q635601,,,,,,,,,,,1.0,
Q635620,,,,,,,,,,,4.0,
Q635622,,,,,,,,,,,3.0,
Q635635,,,,,,,,,,,1.0,
Q635650,,,,,,,,,,,1.0,
Q635652,,,,,,,,,,,2.0,
Q635657,,,,,,,,,,,1.0,
Q6357423,,,,,,,,,,,1.0,
Q6358,,,,,,,,,,,5.0,
Q635806,,,,,,,,,,1.0,1.0,
Q635810,,,,,,,,,,,3.0,
Q635838,,,,,,,,,,,1.0,
Q635862,,,,,,,,,,,1.0,
Q6358920,,,,,,,,,,,1.0,
Q635901,,,,,,,,,,1.0,3.0,
Q6359028,,,,,,,,,,,1.0,
Q635910,,,,,,,,,,,2.0,
Q6359387,,,,,,,,,,1.0,,
Q6359413,,,,,,,,,,1.0,,
Q635977,,,,,,,,,,,1.0,
Q635994,,,,,,,,,,,1.0,
Q63600,,,,,,,,,,,1.0,
Q636021,,,,,,,,,,,1.0,
Q6360215,,,,,,,,,,,1.0,
Q636054,,,,,,,,,,,1.0,
Q636072,,,,,,,,,,,1.0,
Q636083,,,,,,,,,,1.0,1.0,
Q636090,,,,,,,,,,,1.0,
Q636096,,,,,,,,,,,1.0,
Q636117,,,,,,,,,,,4.0,
Q636120,,,,,,,,,,1.0,4.0,
Q636122,,,,,,,,,,,2.0,
Q636133,,,,,,,,,,,3.0,
Q636145,,,,,,,,,,,8.0,
Q636147,,,,,,,,,,,1.0,
Q636188,1.0,,,,,,,,,,12.0,
Q636197,,,,,,,,,,,1.0,
Q636209,,,,,,,,,,,9.0,
Q636253,,,,,,,,,,,3.0,
Q636259,,,,,,,,,,,1.0,
Q636262,,,,,,,,,,1.0,3.0,
Q636272,,,,,,,,,,,2.0,
Q636338,,,,,,,,,,,1.0,
Q6363485,,,,,,,,,,1.0,1.0,
Q6363707,,,,,,,,,,,1.0,
Q636389,,,,,,,,,,1.0,,
Q6364,,,,,,,,,,,1.0,
Q636403,,,,,,,,,,,1.0,
Q636423,,,,,,,,,,,1.0,
Q636446,,,,,,,,,,,2.0,
Q636450,,,,,,,,,,,1.0,
Q636459,,,,,,,,,,,1.0,
Q636514,,,,,,,,,,1.0,,
Q636542,,,,,,,,,,,3.0,
Q636561,,,,,,,,,,,1.0,
Q636566,,,,,,,,,,1.0,4.0,
Q636572,,,,,,,,,,1.0,1.0,
Q636575,,,,,,,,,,,1.0,
Q636580,,,,,,,,,,,1.0,
Q636598,,,,,,,,,,,2.0,
Q6366,,,,,,,,,,,2.0,
Q636607,,,,,,,,,,,2.0,
Q636615,,,,,,,,,,,1.0,
Q636632,,,,,,,,,,,1.0,
Q636636,,,,,,,,,,,1.0,
Q6366658,,,,,,,,,,,1.0,
Q636684,,,,,,,,,,2.0,3.0,
Q636715,,,,,,,,,,,1.0,
Q636734,,,,,,,,,,1.0,1.0,
Q636756,,,,,,,,,,,6.0,
Q636773,,,,,,,,,,,1.0,
Q6368006,,,,,,,,,,,1.0,
Q6368118,,,,,,,,,,,1.0,
Q636852,,,,,,,,,,1.0,1.0,
Q636866,,,,,,,,,,,5.0,
Q636878,,,,,,,,,,,1.0,
Q636880,,,,,,,,,,,1.0,
Q6368901,,,,,,,,,,,1.0,
Q636892,,,,,,,,,,,1.0,
Q636893,,,,,,,,,,,2.0,
Q6369034,,,,,,,,,,,1.0,
Q636935,,,,,,,,,,2.0,16.0,
Q636975,,,,,,,,,,,1.0,
Q636993,,,,,,,,,,1.0,1.0,
Q636999,,,,,,,,,,,2.0,
Q637008,,,,,,,,,,,1.0,
Q637015,,,,,,,,,,,2.0,
Q637024,,,,,,,,,,1.0,,
Q637032,,,,,,,,,,,1.0,
Q637033,,,,,,,,,,,2.0,
Q637036,,,,,,,,,,,3.0,
Q637042,,,,,,,,,,,1.0,
Q6370495,,,,,,,,,,,1.0,
Q637076,,,,,,,,,,1.0,,
Q63710,,,,,,,,,,,1.0,
Q637145,,,,,,,,,,1.0,1.0,
Q637174,,,,,,,,,,,1.0,
Q637175,,,,,,,,,,,1.0,
Q637198,,,,,,,,,,,1.0,
Q637211,,,,,,,,,,,2.0,
Q637246,,,,,,,,,,1.0,2.0,
Q63729,,,,,,,,,,1.0,,
Q637298,,,,,,,,,,,11.0,
Q637330,,,,,,,,,,,2.0,
Q6373541,,,,,,,,,,,1.0,
Q6373773,,,,,,,,,,1.0,,
Q6373803,,,,,,,,,,,1.0,
Q6373882,,,,,,,,,,,1.0,
Q637444,,,,,,,,,,,1.0,
Q637466,,,,,,,,,,,5.0,
Q637482,,,,,,,,,,1.0,6.0,
Q637499,,,,,,,,,,1.0,4.0,
Q6375120,,,,,,,,,,,1.0,
Q637521,,,,,,,,,,,1.0,
Q637530,,,,,,,,,,,1.0,
Q637553,,,,,,,,,,1.0,,
Q637555,,,,,,,,,,2.0,10.0,
Q637559,,,,,,,,,,,2.0,
Q637572,,,,,,,,,,,3.0,
Q637582,,,,,,,,,,,1.0,
Q637583,,,,,,,,,,,1.0,
Q6375929,,,,,,,,,,,1.0,
Q637593,,,,,,,,,,,3.0,
Q637597,,,,,,,,,,,1.0,
Q6376,,,,,,,,,,,2.0,
Q6376004,,,,,,,,,,,1.0,
Q63761,,,,,,,,,,2.0,2.0,
Q637612,,,,,,,,,,,4.0,
Q637635,,,,,,,,,,,1.0,
Q637647,,,,,,,,,,,2.0,
Q637657,,,,,,,,,,,3.0,
Q637671,,,,,,,,,,,1.0,
Q637676,,,,,,,,,,1.0,5.0,
Q637679,,,,,,,,,,,1.0,
Q637700,,,,,,,,,,,1.0,
Q637704,,,,,,,,,,,2.0,
Q637711,,,,,,,,,,,1.0,
Q637717,,,,,,,,,,,1.0,
Q637719,,,,,,,,,,,3.0,
Q637728,,,,,,,,,,1.0,,
Q637751,,,,,,,,,,,1.0,
Q6377786,,,,,,,,,,,1.0,
Q637807,,,,,,,,,,,1.0,
Q6378358,,,,,,,,,,1.0,,
Q637863,,,,,,,,,,,2.0,
Q637868,,,,,,,,,,,2.0,
Q637894,,,,,,,,,,,1.0,
Q637901,,,,,,,,,,1.0,,
Q637902,,,,,,,,,,,1.0,
Q6379045,,,,,,,,,,,2.0,
Q637928,,,,,,,,,,1.0,,
Q6379363,,,,,,,,,,1.0,,
Q637967,,,,,,,,,,,2.0,
Q638005,,,,,,,,,,,1.0,
Q638018,,,,,,,,,,,1.0,
Q638033,,,,,,,,,,,1.0,
Q638063,,,,,,,,,,,1.0,
Q638064,,,,,,,,,,,1.0,
Q638071,,,,,,,,,,,1.0,
Q6380719,,,,,,,,,,,1.0,
Q6380729,,,,,,,,,,,1.0,
Q6380736,,,,,,,,,,,1.0,
Q638089,,,,,,,,,,,3.0,
Q6381,,,,,,,,,,,16.0,
Q638102,,,,,,,,,,,1.0,
Q6381345,,,,,,,,,,,1.0,
Q638148,,,,,,,,,,,1.0,
Q638180,,,,,,,,,,,2.0,
Q638181,,,,,,,,,,,3.0,
Q638187,,,,,,,,,,7.0,17.0,
Q638188,,,,,,,,,,,1.0,
Q638196,,,,,,,,,,,2.0,
Q6382209,,,,,,,,,,,1.0,
Q638223,,,,,,,,,,,1.0,
Q6382239,,,,,,,,,,,3.0,
Q6382354,,,,,,,,,,,1.0,
Q6382356,,,,,,,,,,,1.0,
Q638237,,,,,,,,,,,1.0,
Q638239,,,,,,,,,,,1.0,
Q638260,,,,,,,,,,,2.0,
Q638271,,,,,,,,,,,2.0,
Q6382719,,,,,,,,,,,1.0,
Q638291,,,,,,,,,,,1.0,
Q638295,,,,,,,,,,,1.0,
Q638297,,,,,,,,,,,1.0,
Q6383,,,,,,,,,,,1.0,
Q638301,,,,,,,,,,,4.0,
Q638306,,,,,,,,,,1.0,11.0,
Q638312,,,,,,,,,,1.0,,
Q638314,,,,,,,,,,,1.0,
Q638318,,,,,,,,,,1.0,6.0,
Q6383793,,,,,,,,,,,1.0,
Q638392,,,,,,,,,,,2.0,
Q638438,,,,,,,,,,,1.0,
Q638446,,,,,,,,,,,1.0,
Q6385,,,,,,,,,,,3.0,
Q638501,,,,,,,,,,,2.0,
Q638509,,,,,,,,,,,1.0,
Q638513,,,,,,,,,,,3.0,
Q638518,,,,,,,,,,1.0,1.0,
Q638537,,,,,,,,,,1.0,2.0,
Q63855,,,,,,,,,,3.0,15.0,
Q6385585,,,,,,,,,,,1.0,
Q638560,,,,,,,,,,,1.0,
Q6385632,,,,,,,,,,,1.0,
Q638573,,,,,,,,,,1.0,,
Q638592,,,,,,,,,,4.0,13.0,
Q638607,,,,,,,,,,,2.0,
Q638618,,,,,,,,,,1.0,2.0,
Q638621,,,,,,,,,,,1.0,
Q638645,,,,,,,,,,,3.0,
Q638656,,,,,,,,,,,3.0,
Q638680,,,,,,,,,,,5.0,
Q638698,,,,,,,,,,,1.0,
Q6387025,,,,,,,,,,,1.0,
Q638704,,,,,,,,,,1.0,,
Q6387159,,,,,,,,,,,2.0,
Q638766,,,,,,,,,,,1.0,
Q638781,,,,,,,,,,,1.0,
Q638809,,,,,,,,,,,1.0,
Q63883,,,,,,,,,,,1.0,
Q638851,,,,,,,,,,,1.0,
Q638852,,,,,,,,,,,2.0,
Q6388834,,,,,,,,,,,1.0,
Q638895,,,,,,,,,,,3.0,
Q638911,,,,,,,,,,1.0,,
Q6389163,,,,,,,,,,,1.0,
Q6389431,,,,,,,,,,,2.0,
Q63896,,,,,,,,,,4.0,29.0,
Q638967,,,,,,,,,,,1.0,
Q639028,,,,,,,,,,,3.0,
Q639040,,,,,,,,,,,2.0,
Q639047,,,,,,,,,,,1.0,
Q63905,,,,,,,,,,,17.0,
Q639054,,,,,,,,,,,6.0,
Q639056,,,,,,,,,,,1.0,
Q639066,,,,,,,,,,,1.0,
Q639074,,,,,,,,,,,2.0,
Q639077,,,,,,,,,,,1.0,
Q639104,,,,,,,,,,,1.0,
Q63912,,,,,,,,,,5.0,29.0,
Q6391406,,,,,,,,,,,1.0,
Q6391659,,,,,,,,,,,1.0,
Q639167,,,,,,,,,,,1.0,
Q6391790,,,,,,,,,,,1.0,
Q639191,,,,,,,,,,,1.0,
Q6392025,,,,,,,,,,1.0,,
Q639212,,,,,,,,,,,1.0,
Q63922,,,,,,,,,,1.0,1.0,
Q639229,,,,,,,,,,,1.0,
Q639240,,,,,,,,,,,1.0,
Q639241,,,,,,,,,,1.0,9.0,
Q639259,,,,,,,,,,,2.0,
Q639296,,,,,,,,,,,1.0,
Q6393,,,,,,,,,,4.0,86.0,
Q63931,,,,,,,,,,,16.0,
Q6393102,,,,,,,,,,,2.0,
Q6393246,1.0,,,,,,,,,,,
Q639340,,,,,,,,,,,6.0,
Q639361,,,,,,,,,,,1.0,
Q639382,,,,,,,,,,,2.0,
Q63939,,,,,,,,,,6.0,51.0,
Q639397,,,,,,,,,,,1.0,
Q639403,,,,,,,,,,,2.0,
Q639408,,,,,,,,,,3.0,7.0,
Q639412,,,,,,,,,,2.0,4.0,
Q639421,,,,,,,,,,2.0,12.0,
Q639422,,,,,,,,,,,1.0,
Q639428,,,,,,,,,,2.0,5.0,
Q639442,,,,,,,,,,,2.0,
Q639452,,,,,,,,,,8.0,24.0,
Q63946,,,,,,,,,,5.0,27.0,
Q639467,,,,,,,,,,,2.0,
Q639476,,,,,,,,,,1.0,7.0,
Q639494,,,,,,,,,,,5.0,
Q6395280,,,,,,,,,,,1.0,
Q63954,,,,,,,,,,2.0,11.0,
Q6395491,,,,,,,,,,,1.0,
Q639582,,,,,,,,,,,1.0,
Q639596,,,,,,,,,,,2.0,
Q639610,,,,,,,,,,,1.0,
Q639614,,,,,,,,,,,1.0,
Q639623,,,,,,,,,,,1.0,
Q63964,,,,,,,,,,1.0,8.0,
Q639640,,,,,,,,,,1.0,10.0,
Q639643,,,,,,,,,,,1.0,
Q639655,,,,,,,,,,,2.0,
Q639659,,,,,,,,,,,1.0,
Q639666,,,,,,,,,,,6.0,
Q639674,,,,,,,,,,,1.0,
Q639675,,,,,,,,,,,2.0,
Q6397,1.0,,,,,,,,,21.0,233.0,
Q63970,,,,,,,,,,,19.0,
Q6397066,2.0,,,,,,,,,6.0,41.0,
Q639728,,,,,,,,,,,1.0,
Q639784,,,,,,,,,,,1.0,
Q6397898,,,,,,,,,,,2.0,
Q63979,,,,,,,,,,1.0,1.0,
Q6398138,,,,,,,,,,,2.0,
Q639814,,,,,,,,,,,2.0,
Q639825,,,,,,,,,,,1.0,
Q6398283,,,,,,,,,,,1.0,
Q639830,,,,,,,,,,,2.0,
Q639839,,,,,,,,,,,8.0,
Q6398430,,,,,,,,,,,1.0,
Q63986,,,,,,,,,,1.0,26.0,
Q639867,,,,,,,,,,,2.0,
Q639876,,,,,,,,,,1.0,29.0,
Q639899,,,,,,,,,,,1.0,
Q6399010,,,,,,,,,,,1.0,
Q639902,,,,,,,,,,,5.0,
Q639912,,,,,,,,,,2.0,6.0,
Q6399141,,,,,,,,,,,1.0,
Q639915,,,,,,,,,,,1.0,
Q63992,,,,,,,,,,,13.0,
Q639941,,,,,,,,,,,1.0,
Q639974,,,,,,,,,,,2.0,
Q64,,,,,,,,,,1003.0,5224.0,
Q6400104,,,,,,,,,,,1.0,
Q640016,,,,,,,,,,,1.0,
Q640024,,,,,,,,,,,1.0,
Q640035,,,,,,,,,,,1.0,
Q64004,,,,,,,,,,2.0,16.0,
Q640058,,,,,,,,,,,1.0,
Q640073,,,,,,,,,,,7.0,
Q640081,,,,,,,,,,,2.0,
Q640084,,,,,,,,,,,1.0,
Q640089,,,,,,,,,,,4.0,
Q6400935,,,,,,,,,,1.0,,
Q6400962,,,,,,,,,,,1.0,
Q64010,,,,,,,,,,,4.0,
Q640102,,,,,,,,,,,5.0,
Q640134,,,,,,,,,,,1.0,
Q640153,,,,,,,,,,,1.0,
Q6401565,,,,,,,,,,,1.0,
Q6401751,,,,,,,,,,,1.0,
Q64019,,,,,,,,,,,6.0,
Q640190,,,,,,,,,,,2.0,
Q640191,,,,,,,,,,,1.0,
Q640223,,,,,,,,,,,12.0,
Q640229,,,,,,,,,,,1.0,
Q6402361,,,,,,,,,,,1.0,
Q640249,,,,,,,,,,,1.0,
Q640264,,,,,,,,,,,2.0,
Q640267,,,,,,,,,,1.0,1.0,
Q64027,,,,,,,,,,1.0,20.0,
Q640298,,,,,,,,,,,1.0,
Q6402991,,,,,,,,,,,1.0,
Q640301,,,,,,,,,,,2.0,
Q64032,,,,,,,,,,2.0,18.0,
Q6403230,,,,,,,,,,,1.0,
Q640355,,,,,,,,,,,5.0,
Q6403614,,,,,,,,,,,1.0,
Q640368,,,,,,,,,,,5.0,
Q6403744,,,,,,,,,,,1.0,
Q6404098,,,,,,,,,,,1.0,
Q640427,,,,,,,,,,1.0,,
Q640431,,,,,,,,,,,1.0,
Q64044,,,,,,,,,,1.0,42.0,
Q640449,,,,,,,,,,,1.0,
Q640453,,,,,,,,,,2.0,6.0,
Q640469,,,,,,,,,,1.0,5.0,
Q640473,,,,,,,,,,,2.0,
Q640493,,,,,,,,,,,9.0,
Q64051,,,,,,,,,,,5.0,
Q6405271,,,,,,,,,,,1.0,
Q6405748,,,,,,,,,,,1.0,
Q64058,,,,,,,,,,,4.0,
Q640586,,,,,,,,,,,2.0,
Q640587,,,,,,,,,,,2.0,
Q6405922,,,,,,,,,,,1.0,
Q6406,,,,,,,,,,,10.0,
Q640603,,,,,,,,,,,1.0,
Q640637,,,,,,,,,,,1.0,
Q640639,,,,,,,,,,,1.0,
Q6406417,,,,,,,,,,1.0,,
Q640649,,,,,,,,,,,5.0,
Q64065,,,,,,,,,,,4.0,
Q640661,,,,,,,,,,,3.0,
Q6406679,,,,,,,,,,,2.0,
Q640680,,,,,,,,,,1.0,8.0,
Q64070,,,,,,,,,,,1.0,
Q640701,,,,,,,,,,,1.0,
Q640705,,,,,,,,,,,2.0,
Q640713,,,,,,,,,,,1.0,
Q640716,,,,,,,,,,,2.0,
Q640723,,,,,,,,,,,1.0,
Q640727,,,,,,,,,,,1.0,
Q640728,,,,,,,,,,4.0,10.0,
Q6407286,,,,,,,,,,1.0,1.0,
Q6407359,,,,,,,,,,1.0,,
Q640761,,,,,,,,,,1.0,2.0,
Q64077,,,,,,,,,,1.0,15.0,
Q640789,,,,,,,,,,,1.0,
Q640790,,,,,,,,,,,4.0,
Q640798,,,,,,,,,,,4.0,
Q6408090,,,,,,,,,,,2.0,
Q640819,,,,,,,,,,,1.0,
Q64082,,,,,,,,,,,1.0,
Q640823,,,,,,,,,,,1.0,
Q640864,,,,,,,,,,,2.0,
Q64087,,,,,,,,,,2.0,15.0,
Q640887,,,,,,,,,,1.0,1.0,
Q640891,,,,,,,,,,,1.0,
Q640905,,,,,,,,,,1.0,3.0,
Q640919,,,,,,,,,,,2.0,
Q64093,,,,,,,,,,1.0,22.0,
Q640943,,,,,,,,,,,1.0,
Q640946,,,,,,,,,,,1.0,
Q640966,,,,,,,,,,1.0,,
Q640974,,,,,,,,,,,1.0,
Q640981,,,,,,,,,,1.0,3.0,
Q64099,,,,,,,,,,1.0,20.0,
Q641,1.0,,,,,,,,,131.0,1401.0,
Q641014,,,,,,,,,,,2.0,
Q6410537,,,,,,,,,,,1.0,
Q641071,,,,,,,,,,,1.0,
Q64108,,,,,,,,,,4.0,6.0,
Q641096,,,,,,,,,,,2.0,
Q641098,,,,,,,,,,,4.0,
Q6411116,,,,,,,,,,,1.0,
Q641127,,,,,,,,,,,1.0,
Q64113,,,,,,,,,,,7.0,
Q641134,,,,,,,,,,,4.0,
Q6411463,,,,,,,,,,,1.0,
Q641155,,,,,,,,,,,1.0,
Q641158,,,,,,,,,,1.0,7.0,
Q64116,,,,,,,,,,8.0,21.0,
Q6411651,,,,,,,,,,,1.0,
Q641167,,,,,,,,,,,1.0,
Q641181,,,,,,,,,,2.0,15.0,
Q641203,,,,,,,,,,,1.0,
Q641220,,,,,,,,,,,2.0,
Q641221,,,,,,,,,,1.0,4.0,
Q641225,,,,,,,,,,,1.0,
Q64123,,,,,,,,,,1.0,7.0,
Q641247,,,,,,,,,,,1.0,
Q641264,,,,,,,,,,,1.0,
Q641273,,,,,,,,,,,1.0,
Q641274,,,,,,,,,,,3.0,
Q641282,,,,,,,,,,,1.0,
Q6412966,,,,,,,,,,,1.0,
Q6413172,,,,,,,,,,,1.0,
Q6413251,,,,,,,,,,,1.0,
Q6413404,,,,,,,,,,1.0,,
Q641348,,,,,,,,,,,1.0,
Q6413696,,,,,,,,,,,1.0,
Q6413749,,,,,,,,,,,1.0,
Q6413757,,,,,,,,,,,1.0,
Q6413808,,,,,,,,,,1.0,,
Q641383,,,,,,,,,,,2.0,
Q64139,,,,,,,,,,,15.0,
Q641390,,,,,,,,,,,1.0,
Q6414,,,,,,,,,,1.0,,
Q6414011,,,,,,,,,,,1.0,
Q6414018,,,,,,,,,,1.0,,
Q641403,,,,,,,,,,,1.0,
Q6414293,,,,,,,,,,,1.0,
Q6414303,,,,,,,,,,,1.0,
Q64147,,,,,,,,,,2.0,6.0,
Q641472,,,,,,,,,,,1.0,
Q6414793,,,,,,,,,,1.0,1.0,
Q6414869,,,,,,,,,,,2.0,
Q641490,,,,,,,,,,,1.0,
Q641491,,,,,,,,,,,4.0,
Q641522,,,,,,,,,,,8.0,
Q641546,,,,,,,,,,,1.0,
Q641552,,,,,,,,,,,4.0,
Q6415592,,,,,,,,,,,1.0,
Q64156,,,,,,,,,,,22.0,
Q6415637,,,,,,,,,,,1.0,
Q641568,,,,,,,,,,,1.0,
Q6415683,,,,,,,,,,,1.0,
Q6415798,,,,,,,,,,,1.0,
Q641594,,,,,,,,,,,1.0,
Q641607,,,,,,,,,,3.0,17.0,
Q641615,,,,,,,,,,,2.0,
Q6416254,,,,,,,,,,,1.0,
Q641639,,,,,,,,,,,1.0,
Q64165,,,,,,,,,,,5.0,
Q6416520,,,,,,,,,,,1.0,
Q641663,,,,,,,,,,,2.0,
Q641669,,,,,,,,,,,1.0,
Q641689,,,,,,,,,,1.0,5.0,
Q64170,,,,,,,,,,,1.0,
Q641700,,,,,,,,,,,1.0,
Q641705,,,,,,,,,,,1.0,
